,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
39,2,Chennai,Chennai Open,2009-01-08,International,Outdoor,Hard,2nd Round,3,Cilic M.,Istomin D.,27,109.0,2250,902.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.15,5.6,1.143,5.0,1.167,5.0,1.14,5.5,2009-891,Chennai,Hard,32,A,2009-01-08,19,105227,3.0,,Cilic M.,R,198.0,CRO,20.2710472279,27.0,2250.0,104797,,,Istomin D.,R,188.0,UZB,22.3299110198,109.0,902.0,6-0 6-4,3,R16,64.0,5.0,4.0,41.0,23.0,21.0,11.0,8.0,0.0,0.0,2.0,1.0,60.0,44.0,23.0,8.0,8.0,5.0,9.0
40,3,Doha,Qatar Exxon Mobil Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Monfils G.,Hernych J.,13,79.0,2950,1068.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.55,1.16,4.5,1.22,4.0,1.15,5.2,2009-451,Doha,Hard,32,A,2009-01-05,4,104792,5.0,,Monfils G.,R,193.0,FRA,22.3463381246,13.0,2950.0,103401,,,Hernych J.,R,190.0,CZE,29.5003422313,79.0,1068.0,6-2 6-2,3,R32,55.0,9.0,2.0,50.0,35.0,27.0,6.0,8.0,2.0,3.0,1.0,2.0,41.0,26.0,15.0,2.0,8.0,1.0,6.0
41,3,Doha,Qatar Exxon Mobil Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Stakhovsky S.,Rochus C.,91,75.0,966,1096.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.75,2.05,1.72,2.0,1.73,2.1,1.8,1.9,2009-451,Doha,Hard,32,A,2009-01-05,10,104660,,,Stakhovsky S.,R,193.0,UKR,22.9979466119,91.0,966.0,103294,,,Rochus C.,R,170.0,BEL,30.0588637919,75.0,1096.0,2-6 6-3 7-6(3),3,R32,126.0,14.0,4.0,95.0,63.0,47.0,15.0,15.0,1.0,4.0,0.0,7.0,97.0,53.0,39.0,21.0,14.0,3.0,5.0
42,3,Doha,Qatar Exxon Mobil Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Devilder N.,Hajji A.,72,,1122,,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.05,9.0,,,1.07,7.5,1.05,8.0,1.05,9.5,2009-451,Doha,Hard,32,A,2009-01-05,3,103534,,,Devilder N.,L,173.0,FRA,28.7830253251,72.0,1122.0,108993,,WC,Hajji A.,U,,QAT,18.0862422998,,,6-0 6-3,3,R32,46.0,6.0,1.0,31.0,18.0,17.0,11.0,7.0,0.0,0.0,0.0,0.0,54.0,35.0,19.0,4.0,8.0,2.0,7.0
43,3,Doha,Qatar Exxon Mobil Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Hanescu V.,Troicki V.,48,56.0,1486,1380.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.15,1.7,2.1,1.66,2.1,1.67,2.1,1.7,2009-451,Doha,Hard,32,A,2009-01-05,7,103812,,,Hanescu V.,R,198.0,ROU,27.4606433949,48.0,1486.0,104678,,,Troicki V.,R,193.0,SRB,22.9021218344,56.0,1380.0,6-4 6-2,3,R32,70.0,1.0,1.0,49.0,37.0,28.0,8.0,9.0,3.0,4.0,8.0,3.0,58.0,33.0,20.0,11.0,9.0,7.0,11.0
44,3,Doha,Qatar Exxon Mobil Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Seppi A.,Gremelmayr D.,34,83.0,1820,1036.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.7,1.44,2.62,1.44,2.75,1.4,2.85,2009-451,Doha,Hard,32,A,2009-01-05,15,104312,,,Seppi A.,R,190.0,ITA,24.8733744011,34.0,1820.0,103823,,,Gremelmayr D.,L,183.0,GER,27.3894592745,83.0,1036.0,6-4 6-2,3,R32,69.0,0.0,1.0,57.0,40.0,31.0,6.0,9.0,2.0,4.0,1.0,2.0,61.0,32.0,18.0,12.0,9.0,8.0,13.0
45,3,Doha,Qatar Exxon Mobil Open,2009-01-05,International,Outdoor,Hard,1st Round,3,Petzschner P.,Chardy J.,66,74.0,1212,1106.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.85,1.95,1.83,1.83,1.67,2.1,1.8,1.97,2009-451,Doha,Hard,32,A,2009-01-05,11,104332,,,Petzschner P.,R,185.0,GER,24.7857631759,66.0,1212.0,104871,,,Chardy J.,R,188.0,FRA,21.8973305955,74.0,1106.0,7-6(2) 6-3,3,R32,88.0,4.0,3.0,64.0,35.0,31.0,18.0,11.0,5.0,6.0,5.0,2.0,70.0,48.0,30.0,12.0,10.0,2.0,4.0
46,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Peya A.,Tursunov D.,148,24.0,590,2290.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,4.0,1.22,4.55,1.2,4.0,1.222,5.0,1.167,4.3,1.2,2009-451,Doha,Hard,32,A,2009-01-06,9,103580,,Q,Peya A.,R,183.0,AUT,28.5256673511,148.0,590.0,104098,7.0,,Tursunov D.,R,185.0,RUS,26.0670773443,24.0,2290.0,2-6 6-3 6-4,3,R32,115.0,4.0,5.0,101.0,60.0,45.0,19.0,14.0,8.0,10.0,8.0,3.0,90.0,53.0,33.0,23.0,13.0,8.0,10.0
47,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Clement A.,Junqueira D.,92,77.0,960,1088.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.35,3.15,1.364,3.0,1.4,2.75,1.29,3.45,2009-451,Doha,Hard,32,A,2009-01-06,6,103096,,WC,Clement A.,R,173.0,FRA,31.0527036277,92.0,960.0,103675,,,Junqueira D.,L,178.0,ARG,28.0219028063,77.0,1088.0,6-1 6-2,3,R32,69.0,4.0,1.0,46.0,34.0,28.0,6.0,8.0,1.0,1.0,0.0,0.0,56.0,34.0,20.0,7.0,7.0,5.0,9.0
48,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Murray A.,Montanes A.,4,43.0,7050,1574.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.01,15.0,1.02,13.5,1.02,11.0,1.005,19.0,1.01,20.0,2009-451,Doha,Hard,32,A,2009-01-06,12,104918,3.0,,Murray A.,R,190.0,GBR,21.6454483231,4.0,7050.0,103656,,,Montanes A.,R,175.0,ESP,28.1095140315,43.0,1574.0,6-2 6-4,3,R32,75.0,3.0,3.0,59.0,35.0,27.0,12.0,9.0,4.0,5.0,3.0,5.0,71.0,40.0,26.0,13.0,9.0,11.0,15.0
49,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Vliegen K.,Hernandez O.,85,67.0,998,1168.0,6.0,1.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.0,1.36,3.17,1.364,3.0,1.364,2.875,1.3,3.4,2009-451,Doha,Hard,32,A,2009-01-06,14,104019,,,Vliegen K.,R,193.0,BEL,26.5407255305,85.0,998.0,103169,,,Hernandez O.,R,180.0,ESP,30.7405886379,67.0,1168.0,6-1 6-7(4) 7-6(5),3,R32,158.0,7.0,1.0,107.0,69.0,50.0,21.0,16.0,7.0,9.0,2.0,4.0,120.0,78.0,48.0,23.0,15.0,10.0,14.0
50,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Chiudinelli M.,28,603.0,2160,74.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.2,4.55,1.143,5.0,1.167,5.0,1.17,4.8,2009-451,Doha,Hard,32,A,2009-01-06,13,104259,8.0,,Kohlschreiber P.,R,178.0,GER,25.2238193018,28.0,2160.0,103843,,Q,Chiudinelli M.,R,185.0,SUI,27.3210130048,603.0,74.0,6-4 6-3,3,R32,75.0,3.0,0.0,51.0,38.0,27.0,11.0,9.0,0.0,0.0,3.0,2.0,59.0,41.0,26.0,12.0,10.0,1.0,4.0
51,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Youzhny M.,Andreev I.,39,19.0,1670,2490.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.75,2.2,1.615,2.0,1.8,2.1,1.7,2009-451,Doha,Hard,32,A,2009-01-06,8,104022,,,Youzhny M.,R,183.0,RUS,26.5325119781,39.0,1670.0,104214,6.0,,Andreev I.,R,185.0,RUS,25.4811772758,19.0,2490.0,4-6 6-3 6-4,3,R32,121.0,4.0,0.0,86.0,64.0,43.0,16.0,15.0,1.0,3.0,2.0,4.0,85.0,46.0,36.0,18.0,14.0,5.0,8.0
52,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Nadal R.,Santoro F.,1,51.0,13160,1418.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.01,13.0,1.02,13.5,1.015,13.0,1.004,26.0,1.02,15.0,2009-451,Doha,Hard,32,A,2009-01-06,1,104745,1.0,,Nadal R.,L,185.0,ESP,22.5927446954,1.0,13160.0,102148,,,Santoro F.,R,178.0,FRA,36.0739219713,51.0,1418.0,6-0 6-1,3,R32,47.0,1.0,0.0,27.0,20.0,19.0,5.0,6.0,0.0,0.0,2.0,1.0,39.0,19.0,8.0,4.0,7.0,3.0,9.0
53,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Federer R.,Starace P.,2,71.0,10610,1128.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.01,15.0,1.02,13.5,1.013,15.0,1.013,13.0,1.02,15.0,2009-451,Doha,Hard,32,A,2009-01-06,16,103819,2.0,,Federer R.,R,185.0,SUI,27.4113620808,2.0,10610.0,103808,,,Starace P.,R,188.0,ITA,27.4798083504,71.0,1128.0,6-2 6-2,3,R32,49.0,5.0,1.0,39.0,25.0,22.0,10.0,8.0,0.0,0.0,4.0,1.0,49.0,33.0,20.0,5.0,8.0,1.0,5.0
54,3,Doha,Qatar Exxon Mobil Open,2009-01-06,International,Outdoor,Hard,1st Round,3,Beck K.,Przysiezny M.,144,607.0,606,72.0,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.9,1.444,2.625,1.4,2.75,1.45,2.68,2009-451,Doha,Hard,32,A,2009-01-06,2,103971,,Q,Beck K.,R,180.0,SVK,26.7597535934,144.0,606.0,104308,,Q,Przysiezny M.,R,185.0,POL,24.887063655,607.0,72.0,4-6 6-4 7-5,3,R32,128.0,3.0,4.0,90.0,55.0,45.0,20.0,16.0,1.0,3.0,9.0,1.0,96.0,57.0,41.0,22.0,16.0,4.0,7.0
55,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Monfils G.,Devilder N.,13,72.0,2950,1122.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.1,6.25,1.111,6.0,1.1,7.0,1.11,6.2,2009-451,Doha,Hard,32,A,2009-01-07,18,104792,5.0,,Monfils G.,R,193.0,FRA,22.3463381246,13.0,2950.0,103534,,,Devilder N.,L,173.0,FRA,28.7830253251,72.0,1122.0,7-5 7-6(4),3,R16,127.0,9.0,0.0,79.0,48.0,36.0,16.0,12.0,2.0,4.0,0.0,2.0,112.0,70.0,45.0,18.0,12.0,10.0,13.0
56,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Hanescu V.,Youzhny M.,48,39.0,1486,1670.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.65,1.49,2.62,1.44,2.75,1.444,2.68,1.45,2009-451,Doha,Hard,32,A,2009-01-07,20,103812,,,Hanescu V.,R,198.0,ROU,27.4606433949,48.0,1486.0,104022,,,Youzhny M.,R,183.0,RUS,26.5325119781,39.0,1670.0,6-2 6-4,3,R16,90.0,3.0,0.0,45.0,31.0,23.0,13.0,9.0,0.0,0.0,3.0,1.0,83.0,60.0,36.0,10.0,9.0,5.0,8.0
57,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Murray A.,Petzschner P.,4,66.0,7050,1212.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.02,12.0,1.02,13.5,1.04,9.0,1.004,41.0,1.03,12.0,2009-451,Doha,Hard,32,A,2009-01-07,22,104918,3.0,,Murray A.,R,190.0,GBR,21.6454483231,4.0,7050.0,104332,,,Petzschner P.,R,185.0,GER,24.7857631759,66.0,1212.0,6-2 6-4,3,R16,71.0,6.0,0.0,43.0,31.0,27.0,9.0,9.0,0.0,0.0,3.0,3.0,65.0,36.0,24.0,12.0,9.0,5.0,8.0
58,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Vliegen K.,28,85.0,2160,998.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,3.75,1.23,4.2,1.222,4.0,1.25,4.0,1.19,4.5,2009-451,Doha,Hard,32,A,2009-01-07,23,104259,8.0,,Kohlschreiber P.,R,178.0,GER,25.2238193018,28.0,2160.0,104019,,,Vliegen K.,R,193.0,BEL,26.5407255305,85.0,998.0,6-4 6-7(4) 6-4,3,R16,139.0,8.0,1.0,105.0,70.0,52.0,21.0,16.0,4.0,6.0,6.0,2.0,105.0,68.0,49.0,15.0,16.0,4.0,8.0
59,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Nadal R.,Beck K.,1,144.0,13160,606.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.01,15.0,1.01,16.0,1.01,17.0,1.002,21.0,1.01,25.0,2009-451,Doha,Hard,32,A,2009-01-07,17,104745,1.0,,Nadal R.,L,185.0,ESP,22.5927446954,1.0,13160.0,103971,,Q,Beck K.,R,180.0,SVK,26.7597535934,144.0,606.0,6-1 6-2,3,R16,61.0,2.0,3.0,35.0,20.0,18.0,8.0,7.0,1.0,2.0,1.0,2.0,49.0,33.0,14.0,5.0,8.0,3.0,9.0
60,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Stakhovsky S.,Peya A.,91,148.0,966,590.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.8,2.05,,,1.727,2.05,1.74,2.05,2009-451,Doha,Hard,32,A,2009-01-07,21,104660,,,Stakhovsky S.,R,193.0,UKR,22.9979466119,91.0,966.0,103580,,Q,Peya A.,R,183.0,AUT,28.5256673511,148.0,590.0,7-5 6-3,3,R16,86.0,6.0,1.0,65.0,46.0,34.0,10.0,11.0,1.0,2.0,2.0,2.0,72.0,40.0,25.0,15.0,10.0,4.0,7.0
61,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Federer R.,Seppi A.,2,34.0,10610,1820.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.02,11.0,1.05,9.5,1.03,10.0,1.002,21.0,1.04,11.0,2009-451,Doha,Hard,32,A,2009-01-07,24,103819,2.0,,Federer R.,R,185.0,SUI,27.4113620808,2.0,10610.0,104312,,,Seppi A.,R,190.0,ITA,24.8733744011,34.0,1820.0,6-3 6-3,3,R16,80.0,4.0,2.0,66.0,38.0,27.0,16.0,9.0,3.0,4.0,0.0,3.0,65.0,40.0,25.0,10.0,9.0,6.0,10.0
62,3,Doha,Qatar Exxon Mobil Open,2009-01-07,International,Outdoor,Hard,2nd Round,3,Roddick A.,Clement A.,8,92.0,3940,960.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.13,5.95,1.111,6.0,1.02,15.0,1.11,6.2,2009-451,Doha,Hard,32,A,2009-01-07,19,104053,4.0,,Roddick A.,R,188.0,USA,26.3518138261,8.0,3940.0,103096,,WC,Clement A.,R,173.0,FRA,31.0527036277,92.0,960.0,6-3 7-5,3,R16,103.0,11.0,0.0,59.0,41.0,31.0,11.0,11.0,3.0,5.0,3.0,0.0,77.0,42.0,20.0,20.0,10.0,5.0,9.0
63,3,Doha,Qatar Exxon Mobil Open,2009-01-08,International,Outdoor,Hard,Quarterfinals,3,Roddick A.,Hanescu V.,8,48.0,3940,1486.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.55,1.2,4.333,1.01,17.0,1.2,4.3,2009-451,Doha,Hard,32,A,2009-01-08,26,104053,4.0,,Roddick A.,R,188.0,USA,26.3518138261,8.0,3940.0,103812,,,Hanescu V.,R,198.0,ROU,27.4606433949,48.0,1486.0,6-3 6-2,3,QF,67.0,13.0,0.0,50.0,42.0,32.0,6.0,9.0,1.0,1.0,5.0,1.0,61.0,46.0,26.0,7.0,8.0,9.0,12.0
64,3,Doha,Qatar Exxon Mobil Open,2009-01-08,International,Outdoor,Hard,Quarterfinals,3,Monfils G.,Nadal R.,13,1.0,2950,13160.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,7.0,1.08,6.75,1.1,7.0,1.083,1.222,4.0,7.0,1.09,2009-451,Doha,Hard,32,A,2009-01-08,25,104792,5.0,,Monfils G.,R,193.0,FRA,22.3463381246,13.0,2950.0,104745,1.0,,Nadal R.,L,185.0,ESP,22.5927446954,1.0,13160.0,6-4 6-4,3,QF,89.0,7.0,0.0,57.0,40.0,33.0,6.0,10.0,0.0,1.0,0.0,2.0,63.0,46.0,29.0,7.0,10.0,4.0,7.0
65,3,Doha,Qatar Exxon Mobil Open,2009-01-08,International,Outdoor,Hard,Quarterfinals,3,Federer R.,Kohlschreiber P.,2,28.0,10610,2160.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,8.0,1.08,7.94,1.063,8.0,1.071,8.0,1.07,8.0,2009-451,Doha,Hard,32,A,2009-01-08,28,103819,2.0,,Federer R.,R,185.0,SUI,27.4113620808,2.0,10610.0,104259,8.0,,Kohlschreiber P.,R,178.0,GER,25.2238193018,28.0,2160.0,6-2 7-6(6),3,QF,86.0,4.0,0.0,60.0,42.0,29.0,11.0,10.0,1.0,3.0,1.0,2.0,74.0,54.0,33.0,6.0,10.0,3.0,7.0
66,3,Doha,Qatar Exxon Mobil Open,2009-01-08,International,Outdoor,Hard,Quarterfinals,3,Murray A.,Stakhovsky S.,4,91.0,7050,966.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.01,15.0,1.02,13.5,1.02,11.0,1.01,17.0,1.02,15.0,2009-451,Doha,Hard,32,A,2009-01-08,27,104918,3.0,,Murray A.,R,190.0,GBR,21.6454483231,4.0,7050.0,104660,,,Stakhovsky S.,R,193.0,UKR,22.9979466119,91.0,966.0,6-4 6-2,3,QF,76.0,4.0,0.0,53.0,32.0,23.0,11.0,9.0,2.0,4.0,1.0,2.0,59.0,34.0,19.0,8.0,9.0,4.0,9.0
67,4,Auckland,Heineken Open,2009-01-12,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Kunitsyn I.,53,43.0,1380,1562.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.55,2.5,1.571,2.25,1.571,2.375,1.55,2.38,2009-301,Auckland,Hard,28,A,2009-01-12,2,104678,,,Troicki V.,R,193.0,SRB,22.9212867899,53.0,1380.0,103857,,,Kunitsyn I.,R,180.0,RUS,27.2854209446,43.0,1562.0,6-1 6-2,3,R32,54.0,11.0,2.0,47.0,29.0,25.0,9.0,8.0,4.0,4.0,0.0,0.0,37.0,19.0,10.0,8.0,7.0,0.0,4.0
68,4,Auckland,Heineken Open,2009-01-12,ATP250,Outdoor,Hard,1st Round,3,Muller G.,Serra F.,95,58.0,956,1339.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.27,1.64,2.25,1.571,2.25,1.571,2.18,1.65,2009-301,Auckland,Hard,28,A,2009-01-12,8,104180,,Q,Muller G.,L,193.0,LUX,25.6810403833,95.0,956.0,103722,,,Serra F.,R,180.0,FRA,27.871321013,58.0,1339.0,6-3 6-4,3,R32,64.0,12.0,3.0,52.0,28.0,24.0,15.0,10.0,0.0,1.0,6.0,3.0,53.0,29.0,20.0,11.0,9.0,2.0,5.0
69,4,Auckland,Heineken Open,2009-01-12,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Hrbaty D.,33,250.0,1855,302.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.35,3.23,1.364,3.0,1.364,2.875,1.35,3.1,2009-301,Auckland,Hard,28,A,2009-01-12,10,104259,5.0,,Kohlschreiber P.,R,178.0,GER,25.2429842574,33.0,1855.0,103103,,WC,Hrbaty D.,R,183.0,SVK,31.022587269,250.0,302.0,6-1 6-2,3,R32,52.0,3.0,0.0,42.0,28.0,25.0,8.0,8.0,0.0,0.0,0.0,4.0,38.0,20.0,13.0,5.0,7.0,2.0,6.0
70,4,Auckland,Heineken Open,2009-01-12,ATP250,Outdoor,Hard,1st Round,3,Isner J.,Montanes A.,144,42.0,608,1574.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.7,1.444,2.625,1.444,2.625,1.52,2.46,2009-301,Auckland,Hard,28,A,2009-01-12,6,104545,,Q,Isner J.,R,206.0,USA,23.7152635181,144.0,608.0,103656,7.0,,Montanes A.,R,175.0,ESP,28.128678987,42.0,1574.0,7-6(4) 7-5,3,R32,90.0,12.0,1.0,68.0,48.0,37.0,14.0,12.0,2.0,3.0,4.0,6.0,83.0,49.0,34.0,20.0,12.0,3.0,5.0
71,4,Auckland,Heineken Open,2009-01-12,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Granollers M.,51,50.0,1428,1444.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.25,3.75,1.3,3.55,1.286,3.5,1.286,3.5,1.23,4.0,2009-301,Auckland,Hard,28,A,2009-01-12,1,105208,,,Gulbis E.,R,190.0,LAT,20.3696098563,51.0,1428.0,104719,,,Granollers M.,R,190.0,ESP,22.7542778919,50.0,1444.0,6-4 6-7(5) 6-1,3,R32,117.0,13.0,6.0,103.0,64.0,48.0,20.0,15.0,5.0,7.0,4.0,3.0,87.0,53.0,36.0,16.0,14.0,4.0,9.0
72,4,Auckland,Heineken Open,2009-01-13,ATP250,Outdoor,Hard,1st Round,3,Reynolds B.,Hernandez O.,68,67.0,1144,1168.0,7.0,6.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.25,1.33,3.35,1.364,3.0,1.3,3.2,1.3,3.4,2009-301,Auckland,Hard,28,A,2009-01-13,4,104035,,Q,Reynolds B.,R,183.0,USA,26.4914442163,68.0,1144.0,103169,,Q,Hernandez O.,R,180.0,ESP,30.7597535934,67.0,1168.0,7-6(4) 5-7 6-2,3,R32,163.0,9.0,2.0,95.0,54.0,46.0,24.0,16.0,3.0,4.0,10.0,8.0,130.0,74.0,50.0,28.0,16.0,10.0,12.0
73,4,Auckland,Heineken Open,2009-01-13,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Calleri A.,52,66.0,1428,1170.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.65,2.2,1.615,2.2,1.571,2.375,1.54,2.4,2009-301,Auckland,Hard,28,A,2009-01-13,12,102967,,,Gicquel M.,R,188.0,FRA,31.7891854894,52.0,1428.0,102860,,,Calleri A.,R,183.0,ARG,32.3285420945,66.0,1170.0,3-6 6-4 6-4,3,R32,117.0,4.0,7.0,96.0,59.0,41.0,21.0,15.0,5.0,8.0,9.0,2.0,86.0,39.0,29.0,26.0,14.0,5.0,8.0
74,4,Auckland,Heineken Open,2009-01-13,ATP250,Outdoor,Hard,1st Round,3,Monaco J.,Hanescu V.,49,44.0,1470,1531.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.05,1.75,2.1,1.667,2.1,1.667,2.08,1.72,2009-301,Auckland,Hard,28,A,2009-01-13,3,104338,8.0,,Monaco J.,R,185.0,ARG,24.7912388775,49.0,1470.0,103812,,,Hanescu V.,R,198.0,ROU,27.4798083504,44.0,1531.0,6-3 6-4,3,R32,90.0,3.0,2.0,56.0,32.0,25.0,10.0,9.0,0.0,2.0,0.0,3.0,71.0,44.0,25.0,12.0,10.0,6.0,11.0
75,4,Auckland,Heineken Open,2009-01-13,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,Muller G.,36,95.0,1740,956.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.65,2.2,1.667,2.1,1.8,2.0,1.68,2.13,2009-301,Auckland,Hard,28,A,2009-01-13,17,105023,6.0,,Querrey S.,R,198.0,USA,21.2676249144,36.0,1740.0,104180,,Q,Muller G.,L,193.0,LUX,25.6810403833,95.0,956.0,3-6 6-3 6-4,3,R16,100.0,9.0,4.0,89.0,49.0,41.0,19.0,14.0,6.0,7.0,8.0,3.0,81.0,47.0,35.0,20.0,14.0,3.0,5.0
76,4,Auckland,Heineken Open,2009-01-14,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Ginepri R.,144,47.0,608,1480.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.4,2.65,1.49,2.5,1.5,2.625,1.5,2.67,1.45,2009-301,Auckland,Hard,28,A,2009-01-14,16,104545,,Q,Isner J.,R,206.0,USA,23.7152635181,144.0,608.0,104068,,,Ginepri R.,R,183.0,USA,26.2669404517,47.0,1480.0,6-4 6-7(1) 7-6(5),3,R16,144.0,17.0,1.0,126.0,86.0,56.0,24.0,17.0,9.0,11.0,12.0,2.0,103.0,69.0,55.0,18.0,17.0,2.0,5.0
77,4,Auckland,Heineken Open,2009-01-14,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Monaco J.,53,49.0,1380,1470.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,4.0,1.22,2.1,1.7,1.909,1.8,1.909,1.8,2.0,1.78,2009-301,Auckland,Hard,28,A,2009-01-14,14,104678,,,Troicki V.,R,193.0,SRB,22.9212867899,53.0,1380.0,104338,8.0,,Monaco J.,R,185.0,ARG,24.7912388775,49.0,1470.0,3-6 6-4 6-2,3,R16,148.0,14.0,3.0,93.0,54.0,39.0,13.0,14.0,8.0,13.0,3.0,5.0,95.0,52.0,31.0,16.0,13.0,8.0,14.0
